country_code,title,job_category,company_name,city,contract_type,workday,salary_min,salary_max,salary_period,salary_currency,salary_type,remote,publish_date
es,Product Owner,Informática y telecomunicaciones,Davidson Consulting España,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,Administrador de Sistemas Senior,Informática y telecomunicaciones,Iaas 365 S.L,Madrid,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Personal AGILE: SCRUM y KANBAN  - Teletrabajo o híbrido  URGENTE!!,Informática y telecomunicaciones,AARON FORMACIÓN Y CONSULTORÍA,Madrid,Contrato indefinido,Jornada completa,,,,,,,2022-07-28
us,"Software Engineer III Back End with API Focus, (remote)",Information Technology,Ad Hoc Team,"Austin, TX",,,101570.0,136994.0,YEAR,USD,,,2022-08-24
es,Perfil Stearling,Informática y telecomunicaciones,"Infortec Consultores, S.A.U",Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,QA Tester Automatizacion Selenium,Informática y telecomunicaciones,GRUPO NS,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,Consultor SAP SD con INGLES,Informática y telecomunicaciones,Soltel,Rubí,Contrato de duración determinada,Jornada completa,39000.0,50000.0,YEAR,EUR,GROSS,Presencial,2022-07-28
es,Consultor/a SAP SD junior (v),Informática y telecomunicaciones,BETWEEN Technology,Cerdanyola del Vallès,Contrato indefinido,Jornada completa,27000.0,33000.0,YEAR,EUR,GROSS,Híbrido,2022-07-28
es,Analista Programador Senior Java,Informática y telecomunicaciones,NexTReT,Girona,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Técnico/a Reacondicionamiento electrónico,Informática y telecomunicaciones,IMAN TEMPORING,Málaga,Contrato de duración determinada,Jornada completa,15000.0,18000.0,YEAR,EUR,GROSS,Presencial,2022-07-28
es,Arquitecto/a de Sistemas,Informática y telecomunicaciones,M & GT Consulting,Madrid,Contrato indefinido,Jornada completa,36000.0,48000.0,YEAR,EUR,GROSS,Híbrido,2022-07-28
es,Programador Senior VB.Net,Informática y telecomunicaciones,ENTELGY - Catalunya,Barcelona,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,Desarrollador/a front-end senior,Informática y telecomunicaciones,Bilbomática,Valladolid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,Programador/a Front End con Angular,Informática y telecomunicaciones,Aubay,Barcelona,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
us,Operations Analyst - Temporary,Information Technology,Angi,"Austin, TX",,,37440.0,41600.0,YEAR,USD,,,2022-08-24
es,Desarrollador/a Alfresco(*),Informática y telecomunicaciones,BETWEEN Technology,A Coruña,Contrato indefinido,Jornada completa,24000.0,42000.0,YEAR,EUR,GROSS,Solo teletrabajo,2022-07-28
es,Técnico de Digitalización.,Informática y telecomunicaciones,"KYOCERA Document Solutions España, S.A.",Madrid,Contrato de duración determinada,Jornada intensiva - mañana,,,,,,Presencial,2022-07-28
es,Analista Programador/a Full Stack,Informática y telecomunicaciones,Aubay,Granollers,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Administrador/a de sistemas Junior,Informática y telecomunicaciones,Aubay,Barcelona,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Gestor de Proyectos TI (Soluciones y Servicios) JUNIOR,Informática y telecomunicaciones,Iaas 365 S.L,Madrid,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,ServiceDesk,Informática y telecomunicaciones,TRS Staffing,Barcelona,Contrato indefinido,Jornada completa,,,,,,,2022-07-28
us,Software Engineer IV,Information Technology,Indeed,"Austin, TX",,,167000.0,243000.0,YEAR,USD,,,2022-08-24
es,Programador/a React (TELETRABAJO),Informática y telecomunicaciones,CMV Consultores,Madrid,Contrato indefinido,Jornada completa,20000.0,,YEAR,EUR,GROSS,Solo teletrabajo,2022-07-28
es,Programador/a Java,Informática y telecomunicaciones,CMV Consultores,Barcelona,Contrato indefinido,Jornada completa,36000.0,48000.0,YEAR,EUR,GROSS,Presencial,2022-07-28
es,Tu primer empleo en el área Tecnológica en BCN o Madrid - Banking,Informática y telecomunicaciones,Accenture ofertas de primer empleo:,Madrid,Contrato indefinido,Jornada completa,,,,,,,2022-07-28
es,Administrador SAP,Informática y telecomunicaciones,ENTELGY - Zona Madrid,Madrid,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Administrador monitorización Zabbix (100% remoto),Informática y telecomunicaciones,UST España,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-06-30
es,Supervisor/a de Stands - BURGOS,Informática y telecomunicaciones,DIGI SPAIN SALES FORCE,Burgos,Contrato otros contratos,Jornada completa,,,,,,Presencial,2022-07-28
es,Jefe Proyecto,Informática y telecomunicaciones,Ibermática,Derio,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Programador .Net con WPF o WCF,Informática y telecomunicaciones,PSS,Madrid,Contrato indefinido,Jornada completa,24000.0,27000.0,YEAR,EUR,GROSS,Híbrido,2022-07-28
es,DBA MySQL/MariaDB/PostgreSQL  (H/M/X). 100% Teletrabajo. España,Informática y telecomunicaciones,Experis IT,Madrid,Contrato indefinido,Jornada completa,,,,,,,2022-07-28
es,Tech Lead iOS. Teletrabajo,Informática y telecomunicaciones,AGIO GLOBAL TECHNOLOGY,Madrid,Contrato indefinido,Jornada completa,39000.0,56000.0,YEAR,EUR,GROSS,Solo teletrabajo,2022-07-28
es,Supervisor/a de Stands - LEÓN,Informática y telecomunicaciones,DIGI SPAIN SALES FORCE,León,Contrato otros contratos,Jornada completa,,,,,,Presencial,2022-07-28
es,Analista Técnico .Net,Informática y telecomunicaciones,ENTELGY - Catalunya,Barcelona,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Programador PHP Moodle,Informática y telecomunicaciones,ENTELGY - Zona Madrid,Madrid,Contrato indefinido,Jornada completa,,,,,,,2022-07-28
es,Jefe de proyecto / Project Manager IT (PMO) (VE01),Informática y telecomunicaciones,"Mensoft Consultores, S.L",Bilbao,Contrato otros contratos,Jornada completa,,,,,,,2022-07-28
es,IT|ANALISTA CIBERSEGURIDAD|HÍBRIDO,Informática y telecomunicaciones,ALTEN,Madrid,Contrato indefinido,Jornada completa,,,,,,,2022-07-28
es,Project Manager - Aircraft Certification and Qualification,Management & Consulting,umlaut AG,Madrid,,,,,YEAR,EUR,,,2022-07-07
es,Jefe de proyecto PMP  (VE01),Informática y telecomunicaciones,"Mensoft Consultores, S.L",Madrid,Contrato otros contratos,Jornada completa,,,,,,Híbrido,2022-07-28
es,Programador Front con Angular,Informática y telecomunicaciones,NTT DATA ofertas de empleo profesionales,Salamanca,Contrato indefinido,Jornada indiferente,,,,,,Híbrido,2022-07-28
es,Administrador Linux / AWS / Ansible,Informática y telecomunicaciones,KEAPPS,Barcelona,Contrato indefinido,Jornada completa,,,,,,Presencial,2022-07-28
es,Analista Desarrollador/a Visual Studio .Net,Informática y telecomunicaciones,INETUM Norte,Bilbao,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Automation Engineer – Trading Voice,Informática y telecomunicaciones,AIRON Sistemas S.L.,Madrid,Contrato indefinido,Jornada completa,39000.0,45000.0,YEAR,EUR,GROSS,Híbrido,2022-07-28
es,Programador Backend/Frontend  Java/Javascript en Madrid presencial,Informática y telecomunicaciones,"Nanfor Iberica,S.L",Madrid,Contrato de duración determinada,Jornada completa,,,,,,Presencial,2022-07-28
es,Desarrollador@ Senior Android,Informática y telecomunicaciones,Grupo Solutia,Sevilla,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,Software Developer .Net,Informática y telecomunicaciones,Capgemini Engineering - Consultores/as,Barcelona,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,"Java, Spring Boot - TELETRABAJO 100% - Incorp. Septiembre",Informática y telecomunicaciones,AARON FORMACIÓN Y CONSULTORÍA,Madrid,Contrato indefinido,Jornada completa,33000.0,40000.0,YEAR,EUR,GROSS,Solo teletrabajo,2022-07-28
es,Administrador de Sistemas/DevOps,Informática y telecomunicaciones,HAYS Working for your Tomorrow,Molins de Rei,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Consultor/a de Salesforce Junior,Informática y telecomunicaciones,MELT GROUP,Barcelona,Contrato indefinido,Jornada completa,21000.0,27000.0,YEAR,EUR,GROSS,Presencial,2022-07-28
es,Operador/a de Redes (con/sin experiencia),Informática y telecomunicaciones,INELCOM,Mislata,Contrato otros contratos,Jornada completa,15000.0,15000.0,YEAR,EUR,GROSS,Presencial,2022-07-28
es,Programador Junior RPG-AS400 (Teletrabajo 100% a nivel nacional),Informática y telecomunicaciones,TECNOLOGIAS PLEXUS S.L.,Mérida,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,Técnico Sistemas,Informática y telecomunicaciones,TECON SOLUCIONES INFORMATICAS SOCIEDAD LIMITADA.,Murcia,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Analista funcional IT (Mercados derivados y productos de inversión) (VE01),Informática y telecomunicaciones,"Mensoft Consultores, S.L",Madrid,Contrato otros contratos,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,SAP JUNIOR CONSULTANT,Informática y telecomunicaciones,Capgemini,Barcelona,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Desarrollo Salesforce,Informática y telecomunicaciones,INETUM Norte,Bilbao,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Tester Engineer (REMOTO),Informática y telecomunicaciones,EQUIPO TIC XXI,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,Senior Designer - Branding,Management & Consulting,Boston Consulting Group,Madrid,,,,,YEAR,EUR,,,2022-07-07
es,FGC Tècnic/a de Telecomunicacions,Informática y telecomunicaciones,Paykan,Barcelona,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Desarrollo de tecnología Android,Informática y telecomunicaciones,Arvato,Martorell,Contrato indefinido,Jornada completa,,,,,,Presencial,2022-07-27
es,"Administrador de servidor de aplicaciones Middleware (Weblogic, Jboss, Apache)  (VE01)",Informática y telecomunicaciones,"Mensoft Consultores, S.L",Madrid,Contrato otros contratos,Jornada completa,,,,,,Híbrido,2022-07-28
es,Service Manager IT (VE01),Informática y telecomunicaciones,"Mensoft Consultores, S.L",Alicante/Alacant,Contrato otros contratos,Jornada completa,,,,,,Presencial,2022-07-28
es,Ingeniero/Técnico de redes y comunicaciones FW (VE01),Informática y telecomunicaciones,"Mensoft Consultores, S.L",Madrid,Contrato otros contratos,Jornada completa,,,,,,Híbrido,2022-07-28
es,Analista programador/Desarrollador .NET  (AY08),Informática y telecomunicaciones,"Mensoft Consultores, S.L",Sevilla,Contrato otros contratos,Jornada completa,,,,,,Presencial,2022-07-28
es,Front End Engineer,Informática y telecomunicaciones,FOREXSTREET,Barcelona,Contrato indefinido,Jornada completa,24000.0,30000.0,YEAR,EUR,GROSS,Híbrido,2022-07-28
es,Técnico de sistemas,Informática y telecomunicaciones,NexTReT,Barcelona,Contrato indefinido,Jornada completa,24000.0,27000.0,YEAR,EUR,GROSS,Híbrido,2022-07-28
es,Consultor/a Técnico GIS,Informática y telecomunicaciones,Tracasa,Egüés,Contrato de duración determinada,Jornada completa,,,,,,Híbrido,2022-07-28
es,AP Python Django - INGLES B2 - 100% Teletrabajo URGE!!,Informática y telecomunicaciones,AARON FORMACIÓN Y CONSULTORÍA,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,Digital and IT Project Manager sector FARMA,Informática y telecomunicaciones,COBSER CONSULTING,Madrid,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Técnico de Soporte Helpdesk IT In Situ 20 horas semanales - Colaboración temporal (16 de agosto - 26 de agosto),Informática y telecomunicaciones,MODIS,Valencia,Contrato de duración determinada,Jornada parcial - mañana,,,,,,Presencial,2022-07-28
es,OPERARIOS/AS CONTROL CALIDAD PIEZAS AUTOMOCION,Informática y telecomunicaciones,GI GROUP,Valladolid,Contrato fijo discontinuo,Jornada completa,,,,,,,2022-07-28
es,Técnico de Sistemas Informáticos Senior y soporte a Usuario,Informática y telecomunicaciones,A16BIT,Madrid,Contrato indefinido,Jornada completa,27000.0,33000.0,YEAR,EUR,GROSS,Presencial,2022-07-27
es,FGC Tècnic/a mitjà/mitjana de gestió i desenvolupament d'aplicacions informàtiques,Informática y telecomunicaciones,Paykan,Barcelona,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Prácticas Programación y Desarrollo,Informática y telecomunicaciones,Pavasal E.C. S.A.,Valencia,Contrato formativo,Jornada parcial - mañana,,,,,,Presencial,2022-07-28
es,Técnico de Soporte Helpdesk IT In Situ 10 horas semanales - Colaboración temporal (16 Agosto - 9 Septiembre),Informática y telecomunicaciones,MODIS,Sevilla,Contrato de duración determinada,Jornada parcial - mañana,,,,,,Presencial,2022-07-28
es,Fusionador /a - Empalmador /a Fibra Óptica Planta Externa -  FTTH CIUDAD REAL,Informática y telecomunicaciones,DIGI SPAIN TELECOM,Ciudad Real,Contrato de duración determinada,Jornada completa,,,,,,Presencial,2022-07-28
es,QA  tester con Python (REMOTO),Informática y telecomunicaciones,KEAPPS,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,Programador React Native,Informática y telecomunicaciones,Elektro3,Vila-Seca,Contrato indefinido,Jornada intensiva - mañana,30000.0,,YEAR,EUR,GROSS,Presencial,2022-07-28
es,Prácticas Técnico Hardware,Informática y telecomunicaciones,Ardanuy Ingeniería,Madrid,Contrato otros contratos,Jornada completa,,,,,,Presencial,2022-07-28
es,Analista Funcional (Experiencia tecnologías Microsoft),Informática y telecomunicaciones,Sogeti España,Madrid,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Auxiliar Administrativo/a Backoffice - Sector Telecomunicaciones,Informática y telecomunicaciones,Grupo Zelenza,Ronda,Contrato indefinido,Jornada completa,,,,,,,2022-07-28
es,Programador / Programadora Android,Informática y telecomunicaciones,Grupo Diusframi,Madrid,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Ingeniero de Seguridad Cloud,Informática y telecomunicaciones,Consultora experta en Seguridad Cloud,Madrid,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Gestor de proyectos Infraestructuras (H/M) incorporación directa en cliente,Informática y telecomunicaciones,Trentia Consulting,Barcelona,Contrato indefinido,Jornada completa,40000.0,45000.0,YEAR,EUR,GROSS,Híbrido,2022-07-28
es,Consultores/as SAP FI - Inglés alto (Teletrabajo),Informática y telecomunicaciones,Ibermática,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,Consultores/as SAP PP - Inglés alto (Teletrabajo),Informática y telecomunicaciones,Ibermática,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,Consultores/as SAP Analytics BI y BO - Inglés alto (Teletrabajo),Informática y telecomunicaciones,Ibermática,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,TECNICO  ONSITE,Informática y telecomunicaciones,EFEDOS CONSULTING EMPRESARIAL,Bilbao,Contrato otros contratos,Jornada completa,,,,,,Presencial,2022-07-28
es,"Técnico sistemas de seguridad, PCI, CCTV y Accesos.",Informática y telecomunicaciones,"Keeper Galicia,S.L.",Valladolid,Contrato indefinido,Jornada completa,18000.0,21000.0,YEAR,EUR,GROSS,Presencial,2022-07-28
es,ANALISTA PROGRAMADOR,Informática y telecomunicaciones,Bama,Elche/Elx,Contrato indefinido,Jornada completa,24000.0,30000.0,YEAR,EUR,GROSS,Presencial,2022-07-28
es,Consultores/as SAP (MM-SD) / Inglés alto (Teletrabajo),Informática y telecomunicaciones,Ibermática,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,Web Developer with APEX experience,Informática y telecomunicaciones,OSF Digital,Zaragoza,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,SCRUM Master IT,Informática y telecomunicaciones,Oxigent Technologies,Barcelona,Contrato indefinido,Jornada completa,40000.0,45000.0,YEAR,EUR,GROSS,Híbrido,2022-07-27
es,Ruby on Rails Backend Engineer,Informática y telecomunicaciones,ENTELGY - Zona Madrid,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-27
es,Project Manager,Informática y telecomunicaciones,OSF Digital,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,IT Business Analyst,Informática y telecomunicaciones,TECDATA ENGINEERING,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,TÉCNICO DE SOPORTE DE REDES Y SISTEMAS (H/M/X). Barcelona.,Informática y telecomunicaciones,Experis IT,Barcelona,Contrato indefinido,Jornada completa,,,,,,,2022-07-28
es,Consultor Cloud,Informática y telecomunicaciones,NexTReT,Barcelona,Contrato indefinido,Jornada completa,39000.0,46000.0,YEAR,EUR,GROSS,Híbrido,2022-07-28
es,Team Leader con Scrum,Informática y telecomunicaciones,SEREM Consultoría Empresarial,Madrid,Contrato indefinido,Jornada completa,,,,,,Presencial,2022-07-28
us,"Lead Counsel, Privacy (Consent)",Information Technology,Meta,"Austin, TX",,,,,YEAR,USD,,,2022-08-24
es,Administrador Adobe Campaign con inglés y/o francés,Informática y telecomunicaciones,Aubay,Madrid,Contrato indefinido,Jornada completa,36000.0,39000.0,YEAR,EUR,GROSS,Híbrido,2022-07-28
es,Técnico/a Soporte para CAU,Informática y telecomunicaciones,Grupo Solutia,Murcia,Contrato indefinido,Jornada completa,,,,,,Presencial,2022-07-28
es,Técnico/a Sistemas,Informática y telecomunicaciones,Digital Talent Agency Zona Centro,Madrid,Contrato indefinido,Jornada completa,15000.0,21000.0,YEAR,EUR,GROSS,Presencial,2022-07-28
es,Técnico/a de Sistemas Microinformáticos - Madrid,Informática y telecomunicaciones,COS Global Services,Madrid,Contrato indefinido,Jornada completa,,,,,,Presencial,2022-07-28
es,"INGENIERO/A INFORMATICO/A CON CONOCIMIENTOS DE SQL, JAVASCRIPT Y .NET SECTOR CONTACT CENTER",Informática y telecomunicaciones,GSS  Madrid,Madrid,Contrato indefinido,Jornada completa,21000.0,24000.0,YEAR,EUR,GROSS,,2022-07-28
es,Técnico de soporte INCORPORACIÓN INMEDIATA,Informática y telecomunicaciones,Ibermática,Madrid,Contrato indefinido,Jornada completa,,,,,,Presencial,2022-07-28
es,FrontEnd Developer,Informática y telecomunicaciones,THUNDERFOOT DIGITAL STRATEGY  DESIGN EU SL,Bilbao,Contrato indefinido,Jornada completa,1500.0,2700.0,MONTH,EUR,GROSS,Híbrido,2022-07-28
es,Desarrollador Aplicaciones Web,Informática y telecomunicaciones,PLAYMEBIT SL.,Burgos,Contrato indefinido,Jornada indiferente,21000.0,24000.0,YEAR,EUR,GROSS,Híbrido,2022-07-28
es,"Fullstack Developer - Java, REST, Spring, Angular",Informática y telecomunicaciones,TENEA Tecnologías,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,Software Developer and Functional Analyst,Informática y telecomunicaciones,TENEA Tecnologías,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
us,"Software Development Engineer, Prime Video Sports Partner Integration",Information Technology,Amazon.com Services LLC,"Austin, TX",,,60941.0,92298.0,YEAR,USD,,,2022-08-24
es,Técnico/a Informática - IT Support con inglés,Informática y telecomunicaciones,"Core & Global, IT Solutions, SA",Barcelona,Contrato a tiempo parcial,Jornada parcial - mañana,8000.0,12000.0,YEAR,EUR,GROSS,Presencial,2022-07-28
es,Programador RPA (100% REMOTO),Informática y telecomunicaciones,PSS,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,Programador IOS/SWIFT- Remoto- Larga Duración,Informática y telecomunicaciones,S&M,Madrid,Contrato indefinido,Jornada intensiva - mañana,,,,,,Solo teletrabajo,2022-07-28
es,ABAP Developer,Informática y telecomunicaciones,LOYIC,Sabadell,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Consultor/a Senior SAP FI,Informática y telecomunicaciones,LOYIC,Majadahonda,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Developer .NET C#,Informática y telecomunicaciones,Digital Talent Agency Zona Este,Barcelona,Contrato otros contratos,Jornada completa,,,,,,Híbrido,2022-07-28
es,Programador/a .NET (Madrid) - ID: 32455,Informática y telecomunicaciones,GRUPO TRAGSA,Madrid,Contrato de duración determinada,Jornada completa,,,,,,,2022-07-28
es,SAP FI Consultant,Informática y telecomunicaciones,LOYIC,Sabadell,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Técnico/a microinformático (Turno de noche. San Sebastián De los Reyes),Informática y telecomunicaciones,Sermicro,San Sebastián de los Reyes,Contrato otros contratos,Jornada intensiva - noche,12000.0,15000.0,YEAR,EUR,GROSS,Presencial,2022-07-28
es,JAVA DEVELOPER - AZURE - CLOUD,Informática y telecomunicaciones,ISPROX,Madrid,Contrato indefinido,Jornada completa,40000.0,56000.0,YEAR,EUR,GROSS,Solo teletrabajo,2022-07-28
es,Técnico/a de Microinformática (sustitución vacaciones verano),Informática y telecomunicaciones,Inycom,Palma de Mallorca,Contrato de duración determinada,Jornada completa,,,,,,Presencial,2022-07-28
es,Desarrollador Java con microservicios,Informática y telecomunicaciones,Sopra Steria,Madrid,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Programador/a PHP (conocimientos de Networking),Informática y telecomunicaciones,TENEA Tecnologías,Barcelona,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Desarrollador/a Backend,Informática y telecomunicaciones,Serlog,Zaragoza,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Analista Programador/a Back End - Implantación SW de gestión,Informática y telecomunicaciones,TENEA Tecnologías,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,Analista Programador Java Microservicios (teletrabajo),Informática y telecomunicaciones,atSistemas,Jerez de la Frontera,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
us,Lead UX Designer,Information Technology,opentext,"Austin, TX",,,96066.0,143803.0,YEAR,USD,,,2022-08-24
es,Analista Programador Junior Java - 100% Teletrabajo,Informática y telecomunicaciones,Vipirsa,Madrid,Contrato indefinido,Jornada completa,21000.0,27000.0,YEAR,EUR,GROSS,Solo teletrabajo,2022-07-28
es,"Ingeniero/a de Redes y Seguridad (NSX, F5, Firewalls Fortinet)",Informática y telecomunicaciones,TENEA Tecnologías,Madrid,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,TÉCNICO DE SISTEMAS UNIX / LINUX - BARCELONA,Informática y telecomunicaciones,COS Global Services,Barcelona,Contrato indefinido,Jornada completa,,,,,,Presencial,2022-07-28
es,Programador/a Java (Proyectos Big Data) TELETRABAJO 100%,Informática y telecomunicaciones,MINSAIT (Indra Producción de Software),Málaga,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,Ingeniero/a Telecomunicaciones Junior,Informática y telecomunicaciones,Davidson Consulting España,Madrid,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Desarrollador/a .NET Teletrabajo,Informática y telecomunicaciones,WINNING SCIENTIFIC MANAGEMENT SPAIN SL,Madrid,Contrato indefinido,Jornada completa,18000.0,27000.0,YEAR,EUR,GROSS,Solo teletrabajo,2022-07-28
es,Soporte Técnico Informático Telefonico  Junior,Informática y telecomunicaciones,EZENTIS,Alcobendas,Contrato indefinido,Jornada completa,,,,,,,2022-07-28
es,Marketing Senior Consultant,Informática y telecomunicaciones,Avanade Spain,Barcelona,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Analista Programador J2EE,Informática y telecomunicaciones,MODIS,Madrid,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
us,"Cloud Audit Analyst - Opportunity for Working Remotely Austin, TX",Information Technology,VMware,"Austin, TX",,,,,YEAR,USD,,,2022-08-24
es,Técnico/a soporte aplicaciones,Informática y telecomunicaciones,Grupo Oesía,Madrid,Contrato indefinido,Jornada completa,,,,,,Solo teletrabajo,2022-07-28
es,EITS Risk Manager -EMEA/APAC,Management & Consulting,Experian,Madrid,,,,,YEAR,EUR,,,2022-07-07
es,Técnicos/as Soporte TIC – Recién Titulados/as Grado Medio o Superior en Informática o Telecomunicaciones,Informática y telecomunicaciones,Grupo Zelenza,Málaga,Contrato otros contratos,Jornada completa,,,,,,,2022-07-28
es,Técnica/o de soporte a usuarios (Área informática),Informática y telecomunicaciones,Ibermática,Donostia-San Sebastián,Contrato otros contratos,Jornada completa,,,,,,Presencial,2022-07-28
es,QA ALM,Informática y telecomunicaciones,"Optimissa, Capital Markets Consulting",Madrid,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Gerente de CPD /Datacenter,Informática y telecomunicaciones,NexTReT,Barcelona,Contrato indefinido,Jornada completa,42000.0,46000.0,YEAR,EUR,GROSS,Híbrido,2022-07-28
es,Helpdesk y IT Técnico Local / Helpdesk & Field Technician,Informática y telecomunicaciones,Eurofins GSC Spain SL,Castellón de la Plana/Castelló de la Plana,Contrato indefinido,Jornada completa,,,,,,Presencial,2022-07-28
us,CISO - Principal Security Architect,Information Technology,"Kyndryl, Inc.","Austin, TX",,,222560.0,424320.0,YEAR,USD,,,2022-08-24
es,VMWare vSphere - Sistemas/Middleware.,Informática y telecomunicaciones,Aubay,Madrid,Contrato indefinido,Jornada completa,27000.0,43000.0,YEAR,EUR,GROSS,Híbrido,2022-07-28
es,TÉCNICO/A EN GESTIÓN DE PROYECTOS Y SERVICIOS,Informática y telecomunicaciones,ONCE Organización Nacional de Ciegos Españoles,Madrid,Contrato indefinido,Jornada completa,24000.0,27000.0,YEAR,EUR,GROSS,Presencial,2022-07-28
es,Analista programador .NET - Teletrabajo 90%,Informática y telecomunicaciones,GRUPO AVALON,Madrid,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Offering Junior Consultant,Informática y telecomunicaciones,VASS,Alcobendas,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,DEVOPS ENGINEER SENIOR,Informática y telecomunicaciones,Soltel,Madrid,Contrato indefinido,Jornada completa,40000.0,40000.0,YEAR,EUR,GROSS,Solo teletrabajo,2022-07-28
es,FullStack Developer,Informática y telecomunicaciones,HAYS Working for your Tomorrow,Cartagena,Contrato indefinido,Jornada completa,21000.0,30000.0,YEAR,EUR,GROSS,Híbrido,2022-07-28
es,Coordinador/a Servicio Soporte / Operación IT,Informática y telecomunicaciones,INETUM Norte,Donostia-San Sebastián,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
es,Programador/a Java - REMOTO,Informática y telecomunicaciones,IZERTIS,Barcelona,Contrato indefinido,Jornada completa,24000.0,36000.0,YEAR,EUR,GROSS,Híbrido,2022-07-28
es,Técnico/a CAU - Valencia,Informática y telecomunicaciones,ASCIRES,Valencia,Contrato indefinido,Jornada completa,,,,,,Híbrido,2022-07-28
us,"Principal, Tech Prog Mgmt",Information Technology,"Amazon Data Services, Inc.","Austin, TX",,,,,YEAR,USD,,,2022-08-24
